Age,Dependents,Education,City/Town,Annual_Income,Monthly_Expenses,Credit_Score,Existing_Loans,Total_Existing_Loan_Amount,Outstanding_Debt,Loan_History,Loan_Amount_Requested,Loan_Term,Interest_Rate,Co-Applicant,Bank_Account_History,Transaction_Frequency,Default_Risk,Loan_Approval_Status,Gender_Male,Marital_Status_Married,Marital_Status_Single,Employment_Status_Self-Employed,Employment_Status_Unemployed,Occupation_Type_Freelancer,Occupation_Type_Professional,Occupation_Type_Salaried,Residential_Status_Own,Residential_Status_Rent,Loan_Purpose_Home,Loan_Purpose_Personal,Loan_Purpose_Vehicle,Loan_Type_Unsecured
52,1,0,2,54157,1144,541,0,30084,19967,0,8752,61,11.81,1,0,17,0.12,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1
32,3,1,1,100970,2491,719,2,17516,17743,0,26881,226,5.83,0,6,19,0.35,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0
42,0,2,2,110982,2403,823,0,803,5625,0,27695,12,8.96,0,6,8,0.07,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1
39,2,0,1,125086,1192,836,0,11541,12500,0,25631,214,13.25,1,2,19,0.56,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0
60,3,2,2,50150,2651,571,1,48885,6024,0,11583,194,14.93,1,6,6,0.82,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
39,0,0,2,25986,810,507,0,9380,27972,0,10102,190,5.72,0,7,9,0.71,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
47,1,1,2,82393,2513,831,0,32464,23196,0,22935,209,9.65,0,9,24,0.88,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1
34,2,1,1,68259,3836,812,0,5727,12445,0,20167,149,6.74,1,7,5,0.98,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1
42,3,1,2,24373,3589,531,0,24276,29827,0,6717,99,13.56,0,3,28,0.23,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1
45,3,1,2,59997,2239,803,0,47983,13060,0,20000,37,14.26,0,3,26,0.34,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1
41,1,2,2,55260,4860,841,1,36115,10298,0,20000,202,4.93,1,6,8,0.96,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1
42,0,1,2,123670,2323,727,1,48833,3510,0,31729,28,11.2,0,8,16,0.42,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0
48,0,1,0,136482,4387,767,2,10493,23115,0,24072,231,5.22,1,0,17,0.94,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0
18,2,2,0,64246,1715,308,1,14192,24090,1,10274,88,7.02,1,8,28,0.47,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1
19,0,0,2,29750,2458,430,1,42859,14940,0,6648,88,7.96,1,5,22,0.08,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
29,0,2,2,119597,4072,753,2,4854,4069,0,33694,28,9.61,1,0,10,0.47,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1
34,2,2,1,136534,2237,769,1,43757,22134,0,20182,146,12.56,0,1,15,0.91,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1
36,2,1,2,58480,3286,764,1,42982,27581,0,20000,155,14.59,0,6,13,0.34,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1
30,3,1,1,23885,3442,303,0,38626,1076,0,5775,208,10.97,0,4,22,0.24,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1
65,1,0,2,26732,2017,571,0,43051,23512,0,8804,197,7.7,0,2,7,0.38,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0
46,0,1,2,56075,4795,395,0,3907,11089,1,20652,158,11.88,1,4,5,0.82,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
20,1,2,2,55390,1815,530,1,29123,19688,0,20471,116,12.85,0,6,24,0.97,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1
28,2,1,2,121118,2044,774,2,34966,27650,0,24858,186,6.02,0,1,11,0.25,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0
40,1,0,0,127683,2198,833,2,10229,9962,0,31016,126,11.58,0,7,24,0.96,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1
34,1,1,0,88183,3765,745,0,23971,23485,0,23173,152,13.34,0,0,22,0.47,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1
31,3,1,0,34034,3455,490,0,42010,27489,0,7318,130,8.4,1,1,24,0.01,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1
45,3,2,1,121084,4242,787,2,30758,9234,1,31594,112,13.03,0,7,22,0.11,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1
43,1,0,2,147787,546,708,1,10522,2585,0,29716,172,8.32,0,1,17,0.31,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0
29,0,0,1,100891,3520,765,1,12593,13093,0,22066,29,6.8,1,8,15,0.41,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0
43,0,2,1,115437,1890,750,1,40422,27377,1,27064,218,14.59,1,4,20,0.67,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1
35,0,1,2,115211,2539,797,0,45299,6348,0,29134,166,13.13,1,1,21,0.24,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
41,3,2,1,124657,3250,782,0,8911,21675,0,20561,224,5.27,0,3,10,0.57,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1
31,3,1,1,80776,3592,765,1,37355,24260,0,23764,156,5.31,0,1,9,0.86,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0
28,1,0,2,119745,1322,757,2,4051,11888,1,21978,238,11.18,0,3,23,0.64,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1
39,1,1,1,119916,4804,758,1,5699,23462,0,25432,195,4.21,1,2,21,0.56,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
48,0,2,2,101629,952,807,1,2779,27929,1,24638,175,5.93,1,3,7,0.24,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0
53,1,1,1,50362,2504,387,0,48803,11865,0,17634,171,7.19,0,6,17,0.6,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
40,0,1,1,51467,4268,829,0,32192,5771,0,20000,221,4.76,1,8,29,0.56,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
47,1,2,2,73543,650,703,1,44170,8282,1,20847,95,5.97,0,4,18,0.82,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0
36,2,1,0,60597,4268,408,1,13664,3612,0,14216,127,6.91,1,6,24,0.71,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
26,0,2,2,101998,4123,715,0,19664,6566,0,24880,104,7.25,1,8,5,0.35,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1
28,0,0,2,49839,1136,461,1,20613,750,0,5935,116,4.09,0,8,13,0.79,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0
43,0,1,1,77896,2951,754,0,6477,7457,0,23104,78,4.55,1,4,21,0.4,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1
47,2,2,1,85861,991,709,1,14530,455,0,25407,221,3.94,1,3,26,0.84,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
38,1,1,0,97998,1757,720,2,29903,18679,0,24878,127,8.64,1,9,8,0.52,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1
36,2,0,2,101076,1909,712,1,19132,4447,0,27746,166,12.8,0,4,10,0.02,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0
43,2,0,1,81932,4568,813,2,1392,20956,0,23317,195,5.92,1,9,17,0.91,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0
34,2,1,2,132170,2598,836,1,39240,12186,0,28996,38,7.47,0,1,10,0.92,1,1,0,1,1,0,0,0,1,0,1,0,0,1,1
57,3,1,1,53850,2879,522,1,20043,20537,0,19138,50,4.52,1,7,28,0.08,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0
48,2,1,1,126222,4291,821,1,6874,26093,0,35768,198,6.42,0,4,16,0.91,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1
66,2,0,1,28232,1594,413,1,42933,16370,0,10892,216,3.95,0,5,9,0.21,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0
47,3,0,0,82403,975,713,1,43598,28026,0,23715,76,3.59,0,5,14,0.08,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1
25,0,2,2,50634,791,591,0,39586,7056,0,20010,115,13.51,1,4,8,0.03,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1
33,0,0,2,114550,3244,773,1,40711,27669,0,33687,89,4.18,1,1,25,0.98,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0
48,1,1,1,64992,916,765,2,40265,18177,0,20000,57,12.46,0,5,19,0.89,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0
38,3,0,1,105075,1975,748,2,31391,22513,0,27536,122,12.91,1,2,12,0.19,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1
39,1,1,0,147521,2621,833,2,16966,2652,0,30888,218,10.36,0,4,18,0.61,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1
65,3,0,0,64614,4056,345,0,11188,27321,0,8191,171,12.87,0,7,23,0.84,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1
46,2,2,2,117790,831,846,2,49518,2349,0,25478,29,8.1,1,8,16,0.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
32,2,1,2,72244,2252,770,2,11123,29058,0,20526,231,12.06,0,1,5,0.51,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1
27,2,1,2,70066,3468,788,2,45994,17161,0,20191,19,3.87,0,5,15,0.41,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1
26,1,2,2,124014,3379,750,2,39550,28666,1,20506,41,4.27,0,0,28,0.22,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1
18,0,0,1,67858,3516,391,1,14727,12061,0,20817,207,11.81,0,7,29,0.72,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1
49,3,1,1,30642,1701,373,1,17247,8152,0,6627,159,5.59,1,0,25,0.79,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1
25,3,2,2,43155,2615,569,1,43290,14939,0,12231,167,5.74,0,1,14,0.85,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
47,1,2,2,123304,990,839,2,43441,23800,0,31140,110,7.22,1,5,14,0.03,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1
30,1,1,2,84825,2177,728,0,37360,3513,0,24465,60,8.63,1,5,8,0.94,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
60,0,0,2,51231,2200,479,1,49542,12490,0,16738,191,10.6,1,4,16,0.54,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1
27,0,2,0,115371,961,721,2,46923,4542,1,27869,183,6.42,1,0,9,0.17,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1
63,0,1,2,60846,3334,493,2,25569,4823,0,15948,146,13.71,0,0,28,0.09,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0
39,0,0,2,68568,3426,330,1,38614,6457,0,25145,229,7.88,0,9,27,0.87,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1
54,3,0,1,44252,2107,587,2,43386,11258,0,5126,168,9.05,0,4,28,0.11,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1
45,1,0,1,69126,573,842,0,10534,3969,0,20473,103,7.17,0,9,26,0.82,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1
44,0,0,1,130748,1618,765,1,28999,1327,0,27285,137,13.52,1,9,23,0.5,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0
46,2,2,2,39096,1656,475,1,12193,17962,0,12157,193,13.55,0,6,19,0.22,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
37,3,0,2,91013,2470,725,2,20124,3813,0,26978,14,3.68,1,5,21,0.23,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0
45,0,0,2,53348,1820,715,1,8318,9410,0,20000,172,7.82,1,3,7,0.49,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1
29,1,1,2,118407,1602,797,0,37596,18235,1,35289,98,9.34,1,7,24,0.74,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1
54,0,0,1,53457,4125,519,2,32281,27101,0,5448,42,11.12,0,1,29,0.07,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
34,1,2,2,91153,1712,759,0,16298,2759,0,23462,40,11.86,0,8,29,0.31,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
37,2,2,2,92652,1482,782,1,13079,9086,0,25431,218,11.86,0,4,19,0.86,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1
34,1,0,2,146468,527,792,2,27712,14532,0,37489,234,9.54,0,0,14,0.52,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1
32,0,0,2,82820,628,745,2,32805,3919,1,20018,144,7.92,1,4,6,0.33,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1
51,3,1,2,30731,959,422,0,6349,497,1,8104,206,6.76,1,7,24,0.24,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1
26,0,1,0,107722,2755,746,0,46234,21270,0,20017,27,12.04,0,5,19,0.15,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0
46,0,0,2,113841,3853,811,0,19632,18838,0,20024,109,7.67,1,9,18,0.36,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1
68,3,0,1,51139,3896,307,1,4790,25286,0,12066,87,6.58,0,1,14,0.61,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0
27,3,1,2,42867,2046,405,1,7096,5184,1,16329,189,3.9,1,6,19,0.11,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
39,3,0,2,85429,2645,814,1,48405,12125,0,20175,230,9.36,1,5,20,0.6,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1
44,3,1,2,42608,3206,369,1,14007,5200,0,12789,73,11.69,1,7,16,0.35,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0
40,0,0,1,98534,1521,784,2,30201,20437,1,26586,222,11.38,1,5,16,0.85,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0
34,0,1,2,139333,4026,754,0,24232,6468,0,22456,151,6.15,0,9,12,0.68,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
59,3,2,2,31928,3237,476,0,45844,21871,0,5372,118,13.21,1,0,12,0.51,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
43,3,2,2,32773,1994,372,1,47927,8634,0,7065,48,13.23,0,4,27,0.28,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1
69,2,2,2,43297,2054,344,2,20497,22324,0,15731,85,14.22,0,3,26,0.54,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0
44,0,0,2,42874,4433,450,0,9255,27737,0,12959,82,11.02,0,2,29,0.3,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1
43,3,2,2,130989,881,819,2,23163,10611,0,20759,143,12.05,1,4,17,0.37,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0
28,0,0,2,109935,2763,768,2,4995,5626,0,22154,30,3.98,0,2,27,0.3,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
51,3,0,2,58130,1972,308,0,7661,27821,0,18582,59,6.35,0,2,17,0.57,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
33,3,0,2,138764,3829,722,0,2728,19627,0,33931,88,13.96,0,8,15,0.81,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1
28,2,0,1,54487,577,493,1,45090,25917,1,19871,33,5.91,0,5,6,0.92,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1
20,0,0,2,59629,1811,580,0,1914,5231,0,9854,233,8.94,0,9,12,0.16,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
56,3,1,2,43311,3194,316,2,25746,22090,1,13096,213,5.79,0,4,16,0.39,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
49,3,0,2,95718,789,766,1,9067,16923,1,25471,187,5.28,0,4,20,0.15,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0
49,3,0,2,106610,2213,822,1,8835,7736,0,23073,123,12.16,0,9,18,0.13,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1
30,0,1,1,86996,642,721,1,15771,24561,0,25882,136,7.49,0,0,13,0.04,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0
25,1,0,1,95113,3381,708,0,24978,14558,1,24267,56,6.84,1,8,27,0.08,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1
36,0,2,2,149579,4498,747,2,39962,16601,0,33169,73,6.99,1,5,23,0.46,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1
42,3,0,0,89445,2051,775,2,3381,9388,1,21415,175,7.69,1,6,12,0.51,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0
33,0,0,2,133930,4181,820,2,2414,10042,0,29013,67,9.74,0,4,21,0.12,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29,0,1,2,85646,2901,838,1,29677,19779,0,24195,130,4.47,1,3,13,0.58,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0
37,3,0,1,88369,2314,815,1,15420,25908,1,20093,80,9.71,1,8,8,0.41,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0
42,2,2,1,98524,3865,785,2,40699,6922,1,24143,14,11.7,1,3,21,0.9,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0
39,2,1,2,70039,4326,793,1,13903,28021,0,20230,166,12.85,1,7,10,0.19,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1
64,0,0,2,57852,2135,411,1,32716,23651,0,10479,116,9.6,1,4,28,0.11,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1
30,0,0,2,149849,3228,748,1,19474,13892,0,26445,50,8.86,1,2,11,0.07,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0
31,0,0,0,63776,4364,779,0,39999,22988,0,20000,135,7.27,1,1,21,0.65,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1
37,0,1,1,88716,1906,783,2,15362,25102,1,23405,75,11.4,0,5,22,0.97,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1
29,3,2,1,39267,1685,435,1,10183,8596,1,5807,62,8.38,1,9,11,0.03,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
34,0,0,2,113371,1919,720,2,10238,21308,0,30789,146,13.63,1,5,7,0.62,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1
46,2,0,2,90226,2119,788,0,23618,307,0,22572,142,9.35,0,9,10,0.85,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0
25,3,1,2,148061,801,828,0,23530,9201,0,31776,173,5.11,0,4,14,0.72,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
35,1,1,2,54774,2846,739,1,36621,14943,1,20000,49,10.24,1,0,21,0.57,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
40,0,1,2,54760,4938,719,2,11022,24869,1,20000,79,6.69,0,1,20,0.76,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1
25,2,0,0,69468,3513,823,1,45778,26679,0,20391,138,12.76,1,2,22,0.31,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1
42,2,2,2,89534,4938,702,0,3885,1064,1,22952,169,8.4,0,1,21,0.57,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1
60,2,1,2,62818,4980,487,0,43774,8821,0,18230,177,7.6,1,1,28,0.91,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
58,3,2,2,29425,4664,581,2,35314,25518,0,8954,17,11.94,0,6,13,0.84,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1
38,3,0,1,54775,4685,762,1,22522,7332,0,20000,115,5.86,1,8,27,0.09,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1
35,0,0,1,83296,1272,768,2,34828,11556,1,22506,128,5.51,0,5,23,0.26,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1
18,2,0,1,50677,1300,472,1,28365,19780,0,19702,66,10.18,1,5,18,0.19,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1
35,2,0,2,107003,4017,723,0,28130,8775,0,27990,12,11.3,1,4,21,0.19,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0
33,3,0,1,103794,1477,701,1,48402,7112,0,27489,137,9.71,0,8,6,0.63,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1
46,0,0,1,67788,599,721,1,46958,21196,1,20302,37,4.67,1,6,13,0.06,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
26,0,0,2,105075,3603,768,0,44240,26950,0,27171,178,7.72,0,5,15,0.89,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1
59,2,0,2,25072,4788,373,0,32282,11801,1,8539,183,7.15,1,2,9,0.95,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
20,0,0,2,46160,3318,435,2,32799,495,0,9191,76,4.83,1,2,24,0.21,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1
49,0,1,2,131369,559,809,2,48616,18566,0,21767,91,9.15,1,4,27,0.22,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0
37,1,2,2,71393,3610,794,2,46160,10333,0,21106,95,14.2,0,4,16,0.74,1,1,1,0,0,0,0,1,0,1,0,1,0,0,1
35,0,2,2,89872,2939,807,0,19701,7977,0,20415,147,7.93,1,3,29,0.21,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1
42,0,2,1,146349,2360,724,1,43486,14642,0,22997,86,4.85,0,7,8,0.85,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1
38,2,1,2,127561,3387,779,0,14018,23540,0,36169,148,6.87,0,1,15,0.24,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
29,2,2,1,118201,841,798,1,30610,7572,0,22180,126,12.1,0,7,22,0.27,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0
25,3,1,2,50318,2933,368,1,2121,12071,1,8502,22,6.47,1,1,8,0.82,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0
34,3,2,2,80613,3563,834,1,26415,6183,0,21487,59,11.57,1,7,13,0.32,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
30,0,1,1,56699,4881,790,2,35855,8243,0,20000,64,12.24,0,6,14,0.58,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0
32,3,0,2,20449,1049,319,2,35243,6393,0,6484,118,12.61,1,9,20,0.53,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1
25,3,2,2,63567,3340,391,1,2129,5332,0,11181,15,7.23,1,5,5,0.57,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1
46,1,0,0,65523,1859,751,2,47043,25091,0,20000,232,9.31,0,6,7,0.65,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0
28,3,1,2,133621,3977,733,2,5833,9974,0,22195,207,14.29,0,4,14,0.34,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1
48,2,1,2,145748,3977,701,2,31929,12889,0,37321,182,9.95,0,3,6,0.61,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
33,3,2,2,129593,2241,709,0,2773,2838,0,31816,226,14.28,1,9,18,0.49,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0
29,0,0,2,58222,1816,831,0,26023,9712,0,20000,139,4.34,1,8,7,0.83,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0
36,1,0,2,64881,3625,327,0,25828,13637,0,5677,193,13.21,1,1,8,0.91,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0
41,3,1,0,92157,938,788,2,2404,898,0,20443,123,5.83,0,7,27,0.6,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1
26,0,0,2,132101,4059,806,2,32622,22453,0,31934,79,14.96,0,3,20,0.25,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1
37,3,1,2,77264,4768,802,0,48318,24922,0,23064,139,6.12,1,6,21,0.05,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
41,2,2,2,87751,3804,704,1,19833,24218,0,23359,145,10.72,1,3,14,0.01,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
42,0,1,1,35717,1561,336,2,3049,9363,0,7509,227,4.81,1,5,9,0.97,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1
31,0,0,1,32464,2008,591,1,518,20790,0,12008,178,9.52,1,0,6,0.22,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
35,2,2,2,141939,4176,837,0,34840,508,0,34371,117,5.22,1,8,18,0.95,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1
31,2,0,2,106797,3348,793,2,14916,22431,1,26708,204,3.83,1,5,26,0.6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
26,3,2,2,148643,2098,799,0,45799,9611,0,44125,118,14.6,0,1,15,0.03,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1
27,0,2,2,97805,652,769,0,10619,18579,0,20329,142,5.36,1,6,17,0.12,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
35,3,0,1,138045,2332,847,2,43573,20398,0,35194,159,8.22,0,4,24,0.82,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
27,1,1,2,91137,1129,805,0,32740,3223,0,24315,228,4.65,0,9,20,0.41,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
25,2,0,2,101601,2231,749,0,27213,29319,0,25655,178,5.16,1,5,27,0.36,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1
43,2,1,2,55772,4560,787,2,29776,29505,1,20000,178,14.63,1,4,5,0.95,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1
38,1,0,1,82016,1097,773,1,45566,17026,1,20186,142,5.94,1,9,29,0.92,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
41,1,0,1,61283,2974,717,1,22413,13628,0,20000,149,6.85,0,2,6,0.77,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0
43,0,2,2,77588,1594,817,1,24744,18856,0,20006,35,8.31,0,5,16,0.36,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
43,1,2,0,51301,4972,712,1,24433,1365,0,20000,186,8.15,1,0,22,0.91,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0
45,0,0,2,145207,2425,768,1,14177,25629,0,27224,199,4.65,1,6,26,0.4,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0
68,0,0,1,57837,4502,510,1,26288,14622,0,9182,71,10.32,0,7,5,0.51,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
43,3,1,2,120031,3961,742,0,36660,22404,0,27744,232,4.39,1,5,16,0.59,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
25,1,0,2,69754,4179,845,0,45049,23363,1,20612,86,5.89,1,7,29,0.22,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1
49,2,1,2,121101,1413,738,2,29720,2623,0,33843,102,14.43,0,0,26,0.12,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1
35,3,1,2,140922,1717,775,0,24431,2505,0,25953,118,13.52,1,2,9,0.4,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0
25,1,1,2,96554,2901,756,0,9157,15681,0,23737,124,9.97,1,7,10,0.07,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1
47,0,1,1,147293,1403,741,1,44533,26355,0,24124,92,8.76,1,9,12,0.32,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0
24,0,0,0,25863,2269,515,0,22402,10337,1,7965,44,13.74,1,2,23,0.77,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1
32,2,1,2,77935,4219,712,0,41635,2875,0,22463,47,7.85,1,3,13,0.09,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1
